Date,AUD,CAD,FRF,DEM,ITL,NZD,SEK,GBP,JPY,USD,NOK
2019-07-12,0.95,1.66,-0.56,-0.54,-0.26,1.62,-0.4,0.75,-0.12,2.14,1.32
2019-07-13,,,,-0.62,-0.3,,,1.43,,,1.32
2019-07-14,,,-0.6,,,,,,,,
2019-07-15,0.95,1.65,-0.55,-0.54,-0.27,1.61,-0.4,0.74,-0.13,2.16,1.24
2019-07-16,0.94,1.65,-0.56,-0.58,-0.27,1.58,-0.4,0.75,-0.14,2.15,1.26
2019-07-17,0.94,1.65,-0.56,-0.59,-0.24,1.57,-0.4,0.75,-0.14,2.14,1.32
2019-07-18,0.94,1.64,-0.56,-0.54,-0.26,1.56,-0.4,0.75,-0.12,2.05,1.32
2019-07-19,0.92,1.65,-0.56,-0.55,-0.23,1.55,-0.4,0.74,-0.12,2.06,1.32
2019-07-20,,1.65,,-0.57,,,,,,,1.32
2019-07-21,,,-0.68,,,,,,-0.13,,
2019-07-22,0.92,1.65,-0.53,-0.53,-0.25,1.51,-0.4,0.74,-0.12,2.09,1.26
2019-07-23,0.92,1.65,-0.53,-0.54,-0.24,1.51,-0.4,0.73,-0.12,2.06,1.32
2019-07-24,0.9,1.65,-0.54,-0.54,-0.24,1.52,-0.4,0.75,-0.12,2.1,1.26
2019-07-25,0.88,1.65,-0.51,-0.54,-0.29,1.52,-0.4,0.75,-0.12,2.1,1.32
2019-07-26,0.88,1.65,-0.54,-0.52,-0.25,1.52,-0.4,0.76,-0.11,2.12,1.32
2019-07-27,,,,,,,,,,,1.32
2019-07-28,,,-0.68,-0.52,-0.25,,,,-0.12,,1.32
2019-07-29,0.86,1.65,-0.53,-0.53,-0.25,1.53,-0.4,0.74,-0.11,2.12,1.32
2019-07-30,0.85,1.65,-0.54,-0.54,-0.24,1.52,-0.4,0.76,-0.11,2.08,1.32
2019-07-31,0.89,1.65,-0.54,-0.53,-0.24,1.53,-0.4,0.76,-0.11,2.08,1.32
2019-08-01,0.92,1.65,-0.55,-0.54,-0.24,1.51,-0.4,0.76,-0.1,2.07,1.32
2019-08-02,0.89,1.64,-0.56,-0.55,-0.24,1.48,-0.4,0.75,-0.09,2.06,1.31
2019-08-03,,1.64,-0.56,-0.55,,,,,,,1.31
2019-08-04,,1.64,-0.56,-0.55,-0.24,,,,-0.09,,1.31
2019-08-05,0.89,,-0.53,-0.55,-0.25,1.46,-0.4,0.75,-0.1,2.05,1.32
2019-08-06,0.88,1.65,-0.54,-0.55,-0.25,1.45,-0.4,0.75,-0.09,2.05,1.32
2019-08-07,0.83,1.64,-0.55,-0.54,-0.26,1.25,-0.4,0.75,-0.1,2.02,1.32
2019-08-08,0.84,1.64,-0.56,-0.55,-0.24,1.24,-0.4,0.75,-0.09,2.02,1.32
2019-08-09,0.85,1.64,-0.57,-0.55,-0.17,1.24,-0.4,0.75,-0.1,2,1.32
2019-08-10,,,,-0.55,,,,1.14,-0.1,,1.32
2019-08-11,,1.64,-0.78,-0.55,-0.17,,,,-0.1,,1.32
2019-08-12,0.84,1.64,-0.57,-0.56,-0.24,1.25,-0.4,0.75,-0.1,2,1.32
2019-08-13,0.83,1.64,-0.57,-0.68,-0.25,1.24,-0.4,0.75,-0.11,2,1.32
2019-08-14,0.84,1.64,-0.57,-0.69,-0.26,1.23,-0.4,0.75,-0.1,1.96,1.32
2019-08-15,0.86,1.64,-0.61,-0.72,-0.24,1.24,-0.45,0.75,-0.11,1.91,1.31
2019-08-16,0.85,1.64,-0.59,-0.69,-0.28,1.24,-0.45,0.74,-0.1,1.87,1.25
2019-08-17,,1.64,-0.82,-0.69,-0.28,,,,-0.1,,1.25
2019-08-18,,1.64,-0.82,-0.69,,,,1.01,-0.13,,1.25
2019-08-19,0.86,1.64,-0.6,-0.71,-0.25,1.23,-0.45,0.75,-0.1,1.94,1.26
2019-08-20,0.88,1.64,-0.6,-0.7,-0.29,1.21,-0.45,0.77,-0.14,1.94,1.31
2019-08-21,0.88,1.63,-0.61,-0.69,-0.33,1.2,-0.45,0.75,-0.12,1.97,1.31
2019-08-22,0.88,1.63,-0.6,-0.7,-0.31,1.21,-0.45,0.75,-0.12,2,1.31
2019-08-23,0.88,1.63,-0.59,-0.7,-0.33,1.22,-0.45,0.75,-0.12,1.97,1.31
2019-08-24,,,-0.81,,,,,1.08,,,
2019-08-25,,,-0.81,,,,,,-0.15,,
2019-08-26,0.85,1.63,-0.58,-0.71,-0.33,1.23,-0.45,0.74,-0.16,2.01,1.26
2019-08-27,0.85,1.63,-0.59,-0.7,-0.33,1.22,-0.45,0.74,-0.15,1.98,1.26
2019-08-28,0.85,1.62,-0.59,-0.72,-0.3,1.22,-0.45,0.75,-0.16,1.99,1.26
2019-08-29,0.84,1.62,-0.59,-0.72,-0.33,1.22,-0.45,0.76,-0.14,1.99,1.27
2019-08-30,0.84,1.62,-0.59,-0.73,-0.33,1.22,-0.45,0.75,-0.16,1.99,1.31
2019-08-31,,1.62,,-0.73,-0.33,,,,-0.16,,1.31
2019-09-01,,,-0.82,-0.73,-0.33,,,,-0.16,,1.31
2019-09-02,0.83,,-0.6,-0.74,-0.31,1.22,-0.45,0.74,-0.15,,1.31
2019-09-03,0.86,1.62,-0.6,-0.71,-0.31,1.21,-0.45,0.76,-0.14,1.98,1.31
2019-09-04,0.87,1.63,-0.61,-0.73,-0.29,1.2,-0.45,0.76,-0.16,1.97,1.31
2019-09-05,0.87,1.61,-0.6,-0.71,-0.35,1.2,-0.45,0.75,-0.14,1.97,1.31
2019-09-06,0.87,1.61,-0.61,-0.7,-0.35,1.2,-0.4,0.75,-0.16,1.96,1.31
2019-09-08,,,-0.77,,,,,1.01,-0.17,,
2019-09-09,0.87,1.62,-0.6,-0.71,-0.34,1.19,-0.4,0.74,-0.17,1.96,1.31
2019-09-10,0.87,1.62,-0.6,-0.69,-0.32,1.18,-0.4,0.74,-0.14,1.95,1.28
2019-09-11,0.88,1.62,-0.6,-0.7,-0.34,1.18,-0.4,0.76,-0.14,1.96,1.3
2019-09-12,0.89,1.62,-0.58,-0.67,-0.33,1.17,-0.4,0.77,-0.17,1.95,1.3
2019-09-13,0.89,1.62,-0.56,-0.65,-0.31,1.17,-0.4,0.76,-0.1,1.96,1.31
2019-09-15,,,1.71,-0.65,-0.31,,,,-0.1,,1.31
2019-09-16,0.89,1.62,-0.54,-0.66,-0.36,1.17,-0.4,0.77,-0.14,1.99,1.29
2019-09-17,0.86,1.64,-0.56,-0.64,-0.35,1.17,-0.4,0.75,-0.13,1.99,
2019-09-18,0.84,1.63,-0.56,-0.65,-0.3,1.17,-0.4,0.76,-0.1,1.95,1.43
2019-09-19,0.77,1.63,-0.57,-0.63,-0.29,1.17,-0.4,0.75,-0.14,1.93,1.56
2019-09-20,0.75,1.63,-0.57,-0.65,-0.32,1.17,-0.4,0.76,-0.1,1.91,1.53
2019-09-21,,,1.54,-0.65,,,,,,,1.53
2019-09-22,,,1.54,-0.65,-0.32,,,,-0.1,,1.53
2019-09-23,0.75,1.63,-0.58,-0.59,-0.31,1.16,-0.4,0.76,-0.14,1.94,1.37
2019-09-24,0.75,1.63,-0.58,-0.57,-0.29,1.15,-0.4,0.78,-0.1,1.92,1.37
2019-09-25,0.75,1.64,-0.61,-0.58,-0.26,1.16,-0.4,0.78,-0.14,1.89,1.37
2019-09-26,0.74,1.64,-0.69,-0.59,-0.28,1.17,-0.4,0.78,-0.1,1.83,1.37
2019-09-27,0.73,1.64,-0.66,-0.59,-0.31,1.17,-0.4,0.76,-0.1,1.8,1.38
2019-09-28,,,,,,,,0.95,,,
2019-09-29,,,,,,,,0.97,-0.34,,
2019-09-30,0.72,1.66,-0.62,-0.58,-0.32,1.18,-0.4,0.78,-0.38,1.88,1.38
2019-10-01,0.67,1.63,-0.64,-0.59,-0.35,1.16,-0.4,0.77,-0.38,1.82,1.41
2019-10-02,0.65,1.63,-0.65,-0.6,-0.31,1.12,-0.4,0.77,-0.38,1.79,1.41
2019-10-03,0.65,1.63,-0.62,-0.6,-0.32,1.1,-0.4,0.77,-0.37,1.7,1.41
2019-10-04,0.64,1.63,-0.62,-0.6,-0.31,1.08,-0.4,0.78,-0.3,1.71,1.39
2019-10-05,,,,,,,,0.94,,,1.39
2019-10-06,,,-0.72,,-0.32,,,0.93,-0.35,,1.39
2019-10-07,0.64,1.64,-0.59,-0.61,-0.35,1.07,-0.4,0.78,-0.36,1.75,1.42
2019-10-08,0.64,1.63,-0.6,-0.59,-0.3,1.07,-0.4,0.71,-0.3,1.72,1.41
2019-10-09,0.63,1.63,-0.61,-0.58,-0.31,1.07,-0.4,0.73,-0.36,1.69,1.38
2019-10-10,0.62,1.64,-0.61,-0.6,-0.32,1.06,-0.4,0.73,-0.35,1.68,1.33
2019-10-11,0.63,1.65,-0.61,-0.59,-0.31,1.06,-0.45,0.75,-0.3,1.68,1.33
2019-10-12,,1.65,,,,,,,,,1.33
2019-10-13,,1.65,-0.64,,-0.31,,,,-0.3,,1.33
2019-10-14,0.63,,-0.59,-0.6,-0.32,1.07,-0.45,0.75,-0.28,,1.33
2019-10-15,0.63,1.65,-0.59,-0.58,-0.32,1.07,-0.45,0.73,-0.23,1.67,1.33
2019-10-16,0.63,1.7,-0.58,-0.59,-0.33,1.08,-0.45,0.74,-0.28,1.66,1.34
2019-10-17,0.66,1.67,-0.6,-0.58,-0.33,1.08,-0.45,0.74,-0.28,1.66,1.34
2019-10-18,0.66,1.65,-0.6,-0.58,-0.33,1.08,-0.45,0.72,-0.22,1.66,1.35
2019-10-19,,1.66,,-0.63,,,,,,,1.3
2019-10-20,,,,,,,,1.19,-0.21,,
2019-10-21,0.67,1.65,-0.6,-0.6,-0.33,1.07,-0.45,0.74,-0.21,1.67,1.37
2019-10-22,0.67,1.65,-0.62,-0.58,-0.32,1.08,-0.45,0.74,-0.21,1.65,1.37
2019-10-23,0.66,1.65,-0.63,-0.58,-0.31,1.08,-0.45,0.75,-0.22,1.65,1.37
2019-10-24,0.66,1.65,-0.63,-0.58,-0.3,1.08,-0.45,0.75,-0.22,1.67,1.37
2019-10-25,0.65,1.65,-0.67,-0.59,-0.3,1.09,-0.45,0.76,-0.2,1.66,1.38
2019-10-26,,1.66,-0.67,,-0.33,,,,-0.2,,1.32
2019-10-27,,,,,,,,1.15,-0.2,,
2019-10-28,0.66,1.66,-0.65,-0.61,-0.31,,-0.45,0.76,-0.19,1.65,1.41
2019-10-29,0.68,1.67,-0.64,-0.62,-0.33,1.1,-0.45,0.76,-0.18,1.63,1.41
2019-10-30,0.69,1.67,-0.62,-0.59,-0.35,1.11,-0.45,0.76,-0.18,1.62,1.42
2019-10-31,0.71,1.66,-0.64,-0.59,-0.33,1.15,-0.45,0.76,-0.18,1.54,1.42
2019-11-01,0.7,1.68,-0.64,-0.59,-0.33,1.15,-0.45,0.76,-0.17,1.52,1.42
2019-11-02,,1.69,-0.64,-0.64,-0.35,,,,-0.17,,1.37
2019-11-03,,,1.61,-0.64,-0.35,,,1.17,-0.17,,1.37
2019-11-04,0.7,1.68,-0.64,-0.59,-0.33,1.16,-0.45,0.75,-0.17,1.53,1.42
2019-11-05,0.71,1.67,-0.63,-0.58,-0.34,1.17,-0.45,0.76,-0.17,1.56,1.44
2019-11-06,0.71,1.67,-0.62,-0.59,-0.33,1.17,-0.45,0.76,-0.15,1.56,1.44
2019-11-07,0.72,1.68,-0.62,-0.59,-0.35,1.16,-0.45,0.76,-0.17,1.56,1.44
2019-11-08,0.72,1.67,-0.62,-0.58,-0.29,1.18,-0.45,0.75,-0.2,1.55,1.45
2019-11-09,,,,,,,,1.31,,,1.41
2019-11-10,,,,,-0.32,,,1.3,-0.21,,1.41
2019-11-11,0.72,1.68,-0.59,-0.58,-0.29,1.18,-0.45,0.76,-0.21,,1.46
2019-11-12,0.71,1.66,-0.58,-0.59,-0.33,1.14,-0.45,0.76,-0.28,1.59,1.46
2019-11-13,0.72,1.66,-0.59,-0.6,-0.28,1.29,-0.45,0.76,-0.28,1.57,1.46
2019-11-14,0.68,1.66,-0.59,-0.6,-0.27,1.3,-0.45,0.76,-0.28,1.57,1.47
2019-11-15,0.69,1.71,-0.59,-0.61,-0.28,1.27,-0.45,0.73,-0.29,1.57,1.47
2019-11-16,,,,,,,,0.68,,,1.43
2019-11-17,,,,,,,,1.25,,,
2019-11-18,0.69,1.66,-0.59,-0.6,-0.28,1.25,-0.45,0.74,-0.2,1.57,1.49
2019-11-19,0.67,1.66,-0.6,-0.58,-0.26,1.24,-0.5,0.74,-0.2,1.57,1.5
2019-11-20,0.68,1.67,-0.6,-0.58,-0.27,1.24,-0.5,0.76,-0.21,1.57,1.49
2019-11-21,0.67,1.68,-0.6,-0.58,-0.27,1.23,-0.5,0.74,-0.24,1.58,1.49
2019-11-22,0.67,1.69,-0.6,-0.58,-0.28,1.24,-0.5,0.74,-0.33,1.58,1.51
2019-11-23,,,-0.61,-0.61,-0.31,,,0.71,-0.33,,1.46
2019-11-24,,,-0.6,,,,,1.26,-0.22,,
2019-11-25,0.68,1.71,-0.57,-0.59,-0.28,1.24,-0.5,0.76,-0.21,1.61,1.49
2019-11-26,0.67,1.66,-0.6,-0.6,-0.27,1.25,-0.5,0.75,-0.2,1.6,1.49
2019-11-27,0.68,1.66,-0.62,-0.62,-0.31,1.26,-0.5,0.76,-0.21,1.62,1.49
2019-11-28,0.68,1.66,-0.61,-0.62,-0.32,1.26,-0.5,0.76,-0.19,,1.49
2019-11-29,0.69,1.65,-0.6,-0.62,-0.33,1.26,-0.5,0.76,-0.17,1.59,1.5
2019-11-30,,,1.56,-0.65,-0.36,,,0.73,-0.17,,1.45
2019-12-01,,,-0.6,-0.65,-0.36,,,1.21,-0.15,,1.45
2019-12-02,0.69,1.65,-0.65,-0.63,-0.31,1.25,-0.5,0.76,-0.14,1.6,1.5
2019-12-03,0.71,1.65,-0.63,-0.65,-0.31,1.25,-0.5,0.76,-0.15,1.57,1.5
2019-12-04,0.69,1.66,-0.64,-0.66,-0.34,1.24,-0.5,0.76,-0.15,1.55,1.5
2019-12-05,0.69,1.65,-0.63,-0.67,-0.32,1.23,-0.5,0.75,-0.14,1.54,1.51
2019-12-06,0.68,1.65,-0.63,-0.68,-0.34,1.23,-0.5,0.75,-0.2,1.53,1.52
2019-12-07,,,,-0.7,,,,0.7,,,
2019-12-08,,1.66,-0.67,-0.7,-0.37,,,1.27,-0.1,,
2019-12-09,0.69,1.65,-0.63,-0.69,-0.34,1.22,-0.5,0.74,-0.09,1.54,1.52
2019-12-10,0.68,1.66,-0.64,,-0.36,1.22,-0.5,0.76,-0.11,1.56,1.53
2019-12-11,0.69,1.65,-0.64,-0.66,-0.37,1.22,-0.5,0.75,-0.14,1.57,1.47
2019-12-12,0.68,1.65,-0.64,-0.66,-0.38,1.22,-0.5,0.74,-0.11,1.56,1.53
2019-12-13,0.71,1.66,-0.64,-0.71,-0.37,1.23,-0.5,0.74,-0.13,1.57,1.43
2019-12-14,,,1.69,-0.72,-0.4,,,0.7,-0.13,,
2019-12-15,,1.66,-0.58,-0.72,-0.4,,,1.29,-0.16,,
2019-12-16,0.7,1.65,-0.64,-0.71,-0.37,1.25,-0.45,0.75,-0.13,1.57,
2019-12-17,0.67,1.66,-0.65,-0.66,-0.34,1.25,-0.4,0.74,-0.16,1.56,1.32
2019-12-18,0.67,1.66,-0.66,-0.71,-0.37,1.26,-0.4,0.74,-0.13,1.56,1.1
2019-12-19,0.69,1.66,-0.66,-0.71,-0.37,1.27,-0.4,0.74,-0.15,1.57,1.21
2019-12-20,0.7,1.66,-0.6,-0.72,-0.34,1.27,-0.4,0.73,-0.22,1.58,1.19
2019-12-21,,,1.67,-0.73,-0.37,,,,-0.22,,
2019-12-22,,1.67,-0.59,-0.73,-0.37,,,1.28,-0.11,,
2019-12-23,0.7,1.67,-0.64,-0.71,-0.35,1.29,-0.4,0.74,-0.09,1.59,1.19
2019-12-24,0.69,1.66,-0.65,-0.76,-0.39,1.29,-0.45,0.79,-0.09,1.58,0.84
2019-12-25,,,-0.68,-0.78,-0.4,,-0.45,0.73,-0.11,,
2019-12-26,,,,-0.35,,,-0.45,0.73,-0.11,1.58,
2019-12-27,0.68,1.66,-0.63,-0.75,-0.38,1.3,-0.4,0.77,-0.09,1.57,1.06
2019-12-29,,,,,,,,1.26,-0.11,,
2019-12-30,0.68,1.66,-0.68,-0.72,-0.36,1.31,-0.35,0.78,-0.09,1.57,1.24
2019-12-31,0.68,1.66,-0.63,-0.72,-0.37,1.32,-0.4,0.77,,1.55,
2020-01-01,,,-0.64,-0.74,-0.41,,-0.4,0.72,,,
2020-01-02,0.68,1.65,-0.61,-0.68,-0.33,,-0.3,0.77,,1.54,1.1
2020-01-03,0.67,1.65,-0.6,-0.62,-0.36,1.32,-0.3,0.76,,1.52,1.19
2020-01-05,,,,,,,,1.23,-0.11,,
2020-01-06,0.65,1.65,-0.62,-0.62,-0.35,1.31,-0.3,0.76,-0.09,1.56,1.19
2020-01-07,0.64,1.65,-0.59,-0.62,-0.37,1.3,-0.3,0.72,-0.11,1.54,1.26
2020-01-08,0.64,1.65,-0.57,-0.62,-0.37,1.26,-0.24,0.72,-0.1,1.54,1.3
2020-01-09,0.64,1.64,-0.58,-0.62,-0.36,1.25,-0.24,0.71,-0.12,1.54,1.32
2020-01-10,0.64,1.64,-0.57,-0.62,-0.39,1.27,-0.24,0.71,-0.12,1.54,1.32
2020-01-12,,,,,,,,1.27,,,
2020-01-13,0.64,1.65,-0.58,-0.59,-0.37,1.28,-0.2,0.69,-0.12,1.57,1.36
2020-01-14,0.65,1.64,-0.58,-0.59,-0.35,1.3,-0.2,0.72,-0.12,1.57,1.38
2020-01-15,0.63,1.64,-0.58,-0.59,-0.35,1.31,-0.2,0.7,-0.12,1.57,1.34
2020-01-16,0.63,1.64,-0.58,-0.58,-0.35,1.32,-0.2,0.69,-0.21,1.55,1.4
2020-01-17,0.62,1.64,-0.58,-0.58,-0.34,1.32,-0.2,0.57,-0.11,1.56,1.35
2020-01-19,,,,,,,,1.16,-0.12,,
2020-01-20,0.62,1.64,-0.56,-0.58,-0.35,1.32,-0.2,0.71,-0.13,,1.34
2020-01-21,0.62,1.65,-0.54,-0.57,-0.34,1.3,-0.2,0.7,-0.11,1.56,1.39
2020-01-22,0.61,1.64,-0.56,-0.57,-0.34,1.3,-0.2,0.7,-0.11,1.55,1.35
2020-01-23,0.67,1.64,-0.55,-0.57,-0.33,1.3,-0.2,0.69,-0.11,1.55,1.37
2020-01-24,0.68,1.64,-0.56,-0.57,-0.29,1.31,-0.2,0.69,-0.11,1.54,1.38
2020-01-26,,,,,,,,1.07,-0.12,,
2020-01-27,,1.64,-0.54,-0.57,-0.38,1.31,-0.2,0.68,-0.11,1.55,1.38
2020-01-28,0.64,1.64,-0.56,-0.57,-0.39,1.3,-0.15,0.72,-0.13,1.57,1.37
2020-01-29,0.68,1.64,-0.57,-0.57,-0.36,1.29,-0.2,0.65,-0.14,1.56,1.35
2020-01-30,0.66,1.64,-0.56,-0.57,-0.36,1.29,-0.2,0.67,-0.13,1.57,1.38
2020-01-31,0.65,1.64,-0.58,-0.57,-0.36,1.29,-0.2,0.73,-0.12,1.55,1.38
2020-02-01,,,,,,,,1.03,,,
2020-02-02,,,,,,,,1.02,-0.13,,
2020-02-03,0.61,1.64,-0.57,-0.57,-0.35,1.3,-0.2,0.73,-0.14,1.57,1.38
2020-02-04,0.68,1.64,-0.58,-0.55,-0.34,1.28,-0.2,0.72,-0.15,1.57,1.39
2020-02-05,0.71,1.64,-0.58,-0.57,-0.37,1.29,-0.2,0.72,-0.14,1.57,1.41
2020-02-06,0.73,1.64,-0.58,-0.57,-0.37,,-0.2,0.72,-0.13,1.57,
2020-02-07,0.72,1.64,-0.59,-0.57,-0.36,1.28,-0.2,0.71,-0.14,1.56,1.43
2020-02-09,,,,,,,,,-0.14,,
2020-02-10,0.72,1.64,-0.6,-0.58,-0.36,1.27,-0.2,0.71,-0.13,1.58,1.43
2020-02-11,0.72,1.64,-0.6,-0.57,-0.32,1.26,-0.2,0.72,-0.14,1.57,1.42
2020-02-12,0.72,1.64,-0.6,-0.58,-0.36,1.25,-0.2,0.73,-0.13,1.58,1.39
2020-02-13,0.72,1.64,-0.6,-0.57,-0.38,1.24,-0.2,0.72,-0.14,1.59,1.47
2020-02-14,0.72,1.64,-0.6,-0.58,-0.35,1.24,-0.2,0.72,-0.12,1.58,1.47
2020-02-16,,,,,,,,,-0.12,,
2020-02-17,0.72,,-0.57,-0.57,-0.36,1.22,-0.2,0.72,-0.12,,1.5
2020-02-18,0.71,1.64,-0.58,-0.57,-0.38,1.21,-0.2,0.68,-0.12,1.58,1.5
2020-02-19,0.71,1.64,-0.57,-0.56,-0.37,1.2,-0.2,0.68,-0.12,1.58,1.55
2020-02-20,0.7,1.63,-0.57,-0.57,-0.37,1.19,-0.2,0.68,-0.12,1.58,1.55
2020-02-21,0.69,1.63,-0.57,-0.57,-0.36,1.17,-0.2,0.68,-0.13,1.56,
2020-02-24,0.68,1.61,-0.57,-0.58,-0.37,1.17,-0.2,0.67,-0.13,1.53,1.55
2020-02-25,0.68,1.61,-0.58,-0.59,-0.31,1.15,-0.2,0.7,-0.13,1.53,1.55
2020-02-26,0.67,1.61,-0.58,-0.6,-0.34,1.12,-0.2,0.7,-0.14,1.53,1.53
2020-02-27,0.66,1.58,-0.59,-0.59,-0.32,1.11,-0.2,0.69,-0.14,1.45,1.54
2020-02-28,0.61,1.49,-0.6,-0.59,-0.32,1.08,-0.2,0.64,-0.18,1.27,1.52
2020-03-01,,,,,,,,,-0.18,,
2020-03-02,0.37,1.37,-0.62,-0.62,-0.31,0.9,-0.2,0.57,-0.27,1.13,
2020-03-03,0.38,1.27,-0.62,-0.62,-0.35,0.9,-0.2,0.61,-0.27,0.95,1.53
2020-03-04,0.33,1.15,-0.64,-0.64,-0.34,0.8,-0.2,0.47,-0.2,0.72,1.48
2020-03-05,0.35,0.96,-0.64,-0.65,-0.34,0.85,-0.2,0.54,-0.27,0.62,1.45
2020-03-06,0.32,0.81,-0.64,-0.59,-0.3,0.86,-0.2,0.51,-0.38,0.45,1.52
2020-03-07,,,,,-0.34,,,,,,1.52
2020-03-08,,,,,,,,,-0.33,,
2020-03-09,0.29,0.65,-0.66,-0.65,-0.22,0.9,-0.2,0.46,-0.34,0.33,
2020-03-10,0.32,0.69,-0.67,-0.73,-0.19,0.9,-0.2,0.5,-0.34,0.44,1.51
2020-03-11,0.31,0.66,-0.72,-0.65,-0.21,0.94,-0.2,0.3,-0.34,0.42,1.53
2020-03-12,0.27,0.63,-0.68,-0.72,-0.12,0.93,-0.2,0.37,-0.34,0.33,1.6
2020-03-13,0.25,0.66,-0.72,-0.73,-0.07,0.93,-0.2,0.42,-0.3,0.28,1.62
2020-03-14,,,,,,,,,,,1.62
2020-03-15,,,,,,,,,-0.26,,
2020-03-16,0.21,0.42,-0.57,-0.75,0.28,0.67,-0.2,0.4,-0.32,0.24,
2020-03-17,0.2,0.42,-0.67,-0.65,0.69,0.69,-0.21,0.41,-0.32,0.19,0.23
2020-03-18,0.18,0.37,-0.6,-0.65,0.71,0.72,-0.23,0.43,-0.27,0.02,0.23
2020-03-19,0.22,0.46,-0.57,-0.65,0.4,0.7,-0.23,0.47,-0.28,0.04,0.22
2020-03-20,0.21,0.45,-0.54,-0.73,0.31,0.7,-0.23,0.42,,0.05,0.16
2020-03-22,,,,,,,,,-0.28,,
2020-03-23,0.19,0.48,-0.52,-0.65,0.25,0.56,-0.23,0.4,-0.42,0.02,0.18
2020-03-24,0.19,0.46,-0.48,-0.65,0.24,0.54,-0.23,0.27,-0.44,0.01,0.19
2020-03-25,0.17,0.53,-0.48,-0.65,0.29,0.52,-0.23,0.28,-0.44,0,0.18
2020-03-26,0.16,0.44,-0.48,-0.65,-0.11,0.52,-0.23,0.29,-0.33,0,0.19
2020-03-27,0.15,0.25,-0.47,-0.67,-0.11,0.52,-0.23,0.29,-0.2,0.03,0.19
2020-03-29,,,,,,,,,-0.18,,
2020-03-30,0.14,0.21,-0.47,-0.65,-0.06,0.52,-0.23,0.27,-0.21,0.12,0.3
2020-03-31,0.15,0.21,-0.5,-0.68,-0.02,0.52,-0.23,0.23,-0.23,0.11,0.3
2020-04-01,0.14,0.2,-0.53,-0.65,-0.01,0.52,-0.16,0.22,-0.2,0.09,0.28
2020-04-02,0.15,0.2,-0.52,-0.65,-0.02,0.51,-0.16,0.25,-0.18,0.09,0.21
2020-04-03,0.14,0.21,-0.52,-0.65,0.05,0.51,-0.16,0.25,-0.14,0.1,0.21
2020-04-05,,,,,,,,,-0.14,,
2020-04-06,0.14,0.16,-0.51,-0.68,0.05,0.5,-0.15,0.24,-0.15,0.15,0.11
2020-04-07,0.15,0.18,-0.51,-0.68,-0.01,0.5,-0.16,0.37,-0.13,0.14,0.11
2020-04-08,0.16,0.2,-0.54,-0.65,0.07,0.48,-0.16,0.38,-0.16,0.22,0.11
2020-04-09,0.15,0.25,-0.55,-0.7,0.03,0.48,-0.18,0.39,-0.16,0.25,0.1
2020-04-10,,,,-0.71,0.04,,-0.25,0.28,-0.16,,
2020-04-12,,,,,,,,,-0.15,,
2020-04-13,,0.25,,,,,-0.25,0.28,-0.15,0.26,
2020-04-14,0.16,0.34,-0.45,-0.65,0.1,0.47,-0.18,0.17,-0.14,0.2,0.08
2020-04-15,0.15,0.32,-0.45,-0.64,0.17,0.47,-0.18,0.16,-0.15,0.14,0.11
2020-04-16,0.15,0.28,-0.48,-0.64,0.17,0.45,-0.18,0.16,-0.16,0.14,0.13
2020-04-17,0.14,0.19,-0.47,-0.66,0.19,0.42,-0.18,0.16,-0.24,0.12,0.15
2020-04-19,,,,,,,,,-0.15,,
2020-04-20,0.13,0.21,-0.46,-0.53,0.17,0.41,-0.18,0.13,-0.16,0.12,0.33
2020-04-21,0.13,0.21,-0.47,-0.56,0.17,0.38,-0.18,0.15,-0.15,0.11,0.29
2020-04-22,0.13,0.3,-0.46,-0.52,0.18,0.36,-0.18,0.14,-0.17,0.12,0.29
2020-04-23,0.13,0.25,-0.47,-0.52,0.22,0.35,-0.18,0.11,-0.17,0.11,0.3
2020-04-24,0.13,0.23,-0.47,-0.56,0.08,0.34,-0.25,0.11,-0.17,0.12,0.32
2020-04-26,,,,,,,,,-0.14,,
2020-04-27,0.13,0.23,-0.46,-0.55,0.15,,-0.25,0.1,-0.15,0.12,0.3
2020-04-28,0.12,0.24,-0.48,-0.55,0.2,0.29,-0.25,0.14,-0.15,0.11,0.32
2020-04-29,0.12,0.26,-0.5,-0.57,0.08,0.29,-0.25,0.13,-0.15,0.1,0.29
2020-04-30,0.12,0.26,-0.51,-0.55,0.02,0.3,-0.25,0.08,-0.15,0.09,0.27
2020-05-01,0.12,0.26,,-0.57,,0.29,-0.25,0.04,-0.13,0.12,
2020-05-04,0.13,0.26,-0.52,-0.55,0.01,0.29,-0.18,-0.03,,0.13,0.26
2020-05-05,0.13,0.22,-0.54,-0.55,0.01,0.3,-0.18,-0.05,,0.13,0.22
2020-05-06,0.13,0.26,-0.54,-0.54,0.01,0.29,-0.18,-0.09,-0.13,0.12,0.21
2020-05-07,0.13,0.27,-0.55,-0.55,-0.01,0.29,-0.18,0.15,-0.14,0.11,0.05
2020-05-08,0.13,,-0.54,-0.55,-0.02,0.29,-0.17,0.06,-0.16,0.12,0.05
2020-05-10,,,,,,,,,-0.15,,
2020-05-11,0.13,0.27,-0.52,-0.55,-0.03,0.29,-0.18,0.14,-0.12,0.12,0.05
2020-05-12,0.13,0.27,-0.54,-0.5,-0.03,0.29,-0.17,0.13,-0.14,0.13,0.05
